Content,is_pos,is_serv,is_product,is_price,is_env
骑手可以 汉堡可以再小一点的 小到一口能吃完最好了,-1,1,-1,,
忘记给酱了??下次希望注意下  礼貌热情 快速准时,-1,-1,,,
  挺好哒！喜欢  货品完好,1,,,,
说起牛肉的汉堡，还是汉堡王的最够味，夹的蔬菜也很水灵  货品保存完好 穿着专业 准时送达 送货上门 送货快 整洁卫生 骑手服务好,1,1,1,,
#王道椒香鸡腿##王道川蜀鸡翅#我要的是一个鸡翅一个鸡腿，送来全是鸡腿，套餐里的鸡块也没有蘸酱,-1,-1,,,
#花样小食套餐##香脆鳕鱼堡套餐##双层椒麻鸡排堡套餐#口味很好但是??你们根本就没有看见备注差评,-1,-1,,,
汉堡里面的那个白色的东西非常酸了，还散发着一股难闻的气味，吃了两口全吐了，鸡翅是放在硫磺上烤的，超级难闻，更别说吃了，前几次我买的还没评价再有下次就等着几十个一星好评吧#美式鸡排堡单人套餐##王道川蜀鸡翅#，,-1,,-1,,
备注写了，不要辣，来的是辣的…我都不能吃，汉堡里的肉被我弄出去了！就和吃了一个面包一样……其他挺好的,-1,-1,,,
这大冬天的，可乐还给加冰。真是感谢  快速准时 穿戴工服,-1,-1,,,
总算记得多放酱了！很好，继续保持！,1,1,,,
最喜欢的还是汉堡王,1,,,,
洋葱圈的盒子口朝下扔进了袋子里，导致洋葱圈全撒到了袋子里，还要盒子有什么用,-1,-1,,,
吃汉堡就选汉堡王?? 特别好吃\n,1,,,,
特意备注了要多几包番茄酱，实际一个没有。也是醉了。  骑手服务好 准时送达 送货上门 风雨无阻 送货快 整洁卫生 穿着专业,-1,-1,,,
这么冷的大冬天，可乐也?冰。也怪我忘记说一句。但是我觉得这种天气还有必要说啊！鸡翅太硬，硬的干干的！,-1,-1,-1,,
#天椒皇堡套餐#里面的酱巨少，都没有味道，上次就是这样，是外卖酱就少吗，,-1,-1,,,
汉堡王一如既往的好  风雨无阻 仪表整洁 礼貌热情 快速准时 穿戴工服 货品完好,1,1,,,
里面的鸡肉是冰凉的，对于孕妈来说，简直难以下咽,-1,,-1,,
可颂还是汉堡？一样的？,1,,,,
汉堡里的芝士呢？,-1,,-1,,
好吃，划算！#皇堡双人餐#  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门,1,1,1,,
好#王牌小食餐##果木香风味火烤鸡腿堡#  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门,1,1,1,,
非常满意，很棒很快的外卖  货品保存完好 准时送达 穿着专业 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,1,1,,,
挺好吃，下次还点你们的  准时送达 货品保存完好,1,1,,,
请多放些蛋黄酱，写了一大串。你们是不能满足客户需求还是没看到？,-1,-1,,,
汉堡好小，好袖珍！好失望！  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,-1,1,-1,,
好，不错，好吃。,1,,,,
少一根鸡条！??,-1,-1,,,
薯条没有给番茄酱,-1,-1,,,
孩子最喜欢的汉堡王,1,,,,
不人性话，大冷天的套餐中的冷饮还不能换，亏点儿钱都不给换。。。  货品保存完好 准时送达 穿着专业 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,-1,-1,,,
这么冷的天气……给美团外卖小哥点赞……  货品完好 仪表整洁 礼貌热情 快速准时 穿戴工服 风雨无阻,1,1,,,
不看备注吗？为什么可乐加冰了！  货品完好 仪表整洁 礼貌热情 快速准时 穿戴工服 风雨无阻,-1,-1,,,
很满意，味道也很好  穿戴工服 仪表整洁 快速准时 货品完好 风雨无阻 礼貌热情,1,1,1,,
配餐瞎了？可乐不要冰放了一杯冰？  送货快,-1,-1,,,
好吃极了！下次还会点！  骑手服务好 准时送达 货品保存完好 送货上门 风雨无阻 送货快 整洁卫生 穿着专业,1,1,1,,
都不容易，但请下次不要提前完成订单,-1,-1,,,
再也不会买套餐，饮料都不能换热饮就算了，吃的都是凉的，汉堡小的可怜 早知道是这样就单点了，价格也是差不多的,-1,-1,-1,,
孩子喜欢，也很及时,1,1,,,
一如既往的好，希望越做越好  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,,,
即使是打折，汉堡可不可以标注下尺寸，肯德基也有打折套餐，可没像你们这偷换概念！！！  送货快 准时送达,-1,,-1,,
  快速准时 穿戴工服 仪表整洁 货品完好 礼貌热情,1,1,,,
  风雨无阻 仪表整洁 礼貌热情 快速准时 穿戴工服 货品完好,1,1,,,
#新美式双料鸡肉全麦卷#,,,,,
皇堡里的肉饼是硬的！干的！但是可乐和七喜没有气，而且七喜像是水兑的没有味道,-1,,-1,,
送过来汉堡，薯饼都是凉的，咖啡是热的。,-1,,-1,,
大薯量真的很少啊,-1,,-1,,
薯条不错，汉堡很大 没吃完就饱了,1,,1,,
东西很好吃，送货也很快  货品保存完好 穿着专业 准时送达 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,1,1,,,
味道不错，就是少了点  快速准时 穿戴工服 仪表整洁 礼貌热情,-1,1,-1,,
#香脆鳕鱼堡套餐#  穿着专业 货品保存完好 整洁卫生 送货上门 风雨无阻 送货快 准时送达 骑手服务好,1,1,,,
肉都烤糊了，还给人送，就该让你们吃了，缺德,-1,,-1,,
订餐后在袋子里给捂了一个多小时已经过了汉堡的赏味期，在店里售卖的话应该属于废弃产品了，菜都是黄的，饮料都没气了,-1,,-1,,
味道很好，送餐速度很快，包装完整。  快速准时 风雨无阻 货品完好 礼貌热情 穿戴工服 仪表整洁,1,1,1,,
点了两次外卖，我纳闷为啥店家总是给我少一份薯条？能不能细心点？！,-1,-1,,,
我的两杯饮料居然不给我吸管？？牙签也没,-1,-1,,,
不错，都挺好吃的啊？  准时送达 骑手服务好 整洁卫生 送货快 货品保存完好,1,1,1,,
牛肉不熟，有点苦！,-1,,-1,,
越来越差，汉堡里的肉都糊成黑色，还给顾客送，第一回给差评，图片怎么上传，让你们看一下,-1,,-1,,
汉堡??我真不知道这么小以及里面除了一块肉基本啥都没有，所以说下次还是不能点这么便宜的套餐，给薯条点个赞吧，粗并且好吃  骑手服务好,-1,1,-1,,
时间有点久，送来饮料洒的比较多，袋子湿了，,-1,-1,,,
是整块的牛排!特别好#大块朵颐火烤牛排堡套餐#  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,1,,
牛排堡不是不好吃但依个人口味也不是特别好吃，但觉得最不好的一点是牛排太难咬了，还有筋。疯狂咬搓搓咬才能咬下来???  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 穿着专业,-1,1,-1,,
鸡块为什么没有送酱……,-1,-1,,,
一向爱吃汉堡王的东西，但今天吃汉堡的时候发现有些苦，看了一下是肉饼糊了，已经黑焦了  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,-1,1,-1,,
很好，快递哥们很辛苦  货品保存完好 穿着专业 骑手服务好 整洁卫生 送货上门 风雨无阻,1,1,,,
口味不错，包装很好！  仪表整洁 礼貌热情 快速准时 穿戴工服 货品完好,1,1,1,,
还是最喜欢芝士的 好吃,1,,,,
美团专送人员服务特别好  货品保存完好 送货上门 骑手服务好 整洁卫生 送货快 准时送达,1,1,,,
送货速度快，服务好，很满意！  风雨无阻,1,1,,,
我点的霸王鸡条，给我拿回来的是霸王鱼条！孩子还哭一鼻子……,-1,-1,,,
吃过的汉堡里就数汉堡王好吃，棒棒哒  整洁卫生 送货快 骑手服务好 货品保存完好,1,1,,,
很满意！味道不错！  货品保存完好 骑手服务好 送货快 送货上门,1,1,,,
送了一个小时，全凉了，只知道赚钱。差差差  保温不到位,-1,-1,,,
时间准时，味道好,1,1,1,,
不错，很好的，辛苦外卖小哥一路奔波！  货品保存完好 穿着专业 准时送达 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,1,1,,,
#王牌鸡腿欢乐家庭餐##王牌鸡腿欢乐家庭餐#  货品保存完好 骑手服务好 准时送达 送货上门 风雨无阻 送货快 整洁卫生 穿着专业,1,1,,,
量比较大，味道还不错。,1,,1,,
稍微有一点点辣，,-1,,-1,,
汉堡一直都是孩子喜欢的美食，味道不错。,1,,,,
我要的是不加冰的七喜，给我的是加冰可乐....,-1,-1,,,
麻烦薯条给两包番茄酱，谢谢，  风雨无阻 仪表整洁 礼貌热情 快速准时 穿戴工服 货品完好 味道赞 食材新鲜 份量足 轻食主义 包装精美 商家服务好 物美价廉,-1,-1,1,1,
真的是整块牛肉，可惜太干了，和牛肉干差不多，哪里还有牛排的口感。。。边上都焦了。  骑手服务好,-1,1,-1,,
棒棒哒！！昨天订单送错了…居然送了三个汉堡包来，但是没有送我点的霸王鸡盒，打电话过去问，接电话的小哥哥说汉堡包送给我吃了，改天补给我鸡盒！！今天又点了一次，顺便把鸡盒也送来啦~比心  整洁卫生 货品保存完好 穿着专业 送货上门 风雨无阻 送货快 准时送达 骑手服务好,1,1,,,
很少在美团评论，点完情不自禁想说一句。味道还可以，分量不是一般的少。鸡块炸糊了  送货快,-1,1,-1,,
这一次的嫩香鸡块超级难吃！！！,-1,,-1,,
已经留言说了饮料不加冰，不要冰，结果还是加冰的饮料，很无语！！！,-1,-1,,,
可能太忙少给一份鸡块，给工作人员打电话热情答复：下次配餐时备注会补一份鸡块！谢谢,1,1,,,
套餐里面是洋葱圈，结果给了我一包薯条，亏得我还自己点了一包薯条  货品保存完好 准时送达 穿着专业 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,-1,-1,,,
第一次吃，很不错的口味，鸡腿皮脆肉嫩，汉堡也很好吃！,1,,1,,
饮料太假甜的齁人。薯条还凑合。汉堡就有点太小了还没我半个手掌大  整洁卫生 货品保存完好 穿着专业 送货上门 风雨无阻 送货快 准时送达 骑手服务好,-1,1,-1,,
味道不错，感觉万圣节版本鸡条味道和正常发售的鸡条味道差不多  货品保存完好 穿着专业 准时送达 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好 味道赞 食材新鲜 份量足 轻食主义 物美价廉 商家服务好 包装精美,1,1,1,1,
#大块朵颐火烤牛排堡#里面的牛肉根本咬不动,-1,,-1,,
周三半价的套餐少送了鸡块，电话又联系不上，怎么搞的？,-1,-1,,,
要的番茄酱一包没有！饮料不加冰，满满的冰块！这天都零下了，给谁喝呢！差评！,-1,-1,,,
冷饮不给换热饮就算了，西不冷的天，饮料还给加冰，是少脑子吗？！汉堡依旧好吃，服务太二。,-1,-1,1,,
汉堡还不错的，薯条真的太难吃，像嚼纸，真的不值40块钱,-1,,-1,-1,
感谢美团骑士送餐。汉堡王的汉堡比肯德基好吃很多  穿戴工服 风雨无阻 快速准时 仪表整洁 货品完好 礼貌热情,1,1,1,,
最近点两次，不给番茄酱，不给甜酱。商家电话打不通。要大薯给给中薯。真烂,-1,-1,,,
不错～！第一次吃，感觉不错～！\n外卖小哥很专业！  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 穿着专业,1,1,,,
#炫辣鸡腿堡#这个堡味道一般,-1,,-1,,
#大块朵颐单人套餐##王道川蜀鸡翅#  整洁卫生 送货快 准时送达,1,1,,,
汉堡味道嗖嗖的，关键点的普通霸王鸡条却给我拿的新款的，不好吃不好吃！,-1,,-1,,
我的天，可能是我真的有个中国胃，这个汉堡对我来说太难吃！难吃的我这么穷的人吃一口就丢掉了，简直比要我命还难过，薯条放了很多盐很咸，我喝了两杯水，这个鸡条很一般，我觉得我再也不会这么奢侈吃汉堡王了^_^  货品保存完好 穿着专业 准时送达 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,-1,1,-1,,
#大块朵颐单人套餐#份量够饱,1,,1,,
  货品完好 仪表整洁 礼貌热情 快速准时 穿戴工服 风雨无阻,1,1,,,
  礼貌热情 快速准时,1,1,,,
味道还行  食材新鲜 份量足 物美价廉,1,,1,1,
不错，很快就送到。,1,1,,,
汉堡不错，鸡翅鸡腿太麻辣了，喜欢麻辣的应该会比较喜欢的（冷了会影响口感）  货品完好 礼貌热情 快速准时 穿戴工服 风雨无阻,1,1,,,
送到我手上都凉透了，这是外卖员的原因吧,-1,-1,,,
特别好吃！满意！,1,,1,,
味道还没尝速度给个赞,1,,,,
加的冰太多了。。。。,-1,-1,,,
说了饮料不要冰，还是加了！！！  整洁卫生 送货快,-1,-1,,,
太硬了那个芝士薯条   汉堡一如既往的…小，送来时已经冷掉了 ,-1,,-1,,
好好吃~骑手速度超级快,1,1,1,,
好好吃  就是太麻了??  送货上门,1,1,1,,
  穿戴工服 快速准时 风雨无阻 仪表整洁 礼貌热情 货品完好,1,1,,,
  礼貌热情,1,1,,,
  仪表整洁 礼貌热情 快速准时 穿戴工服 货品完好,1,1,,,
  风雨无阻 仪表整洁 礼貌热情 快速准时 穿戴工服 货品完好,1,1,,,
  货品完好 仪表整洁 礼貌热情 穿戴工服,1,1,,,
#大块朵颐单人套餐#外送小哥人贼好  东西也好吃  不过我今天没啥胃口 汉堡没吃完(ΘへΘ)  风雨无阻 货品完好 礼貌热情 穿戴工服,1,1,1,,
双人套餐少给一杯饮料，电话联系客服无人应答，也太疏忽了吧……,-1,-1,,,
味道很不错，鹏哥爱吃番茄酱，多给了包，非常感谢，满分  穿着专业 货品保存完好 整洁卫生 送货上门 风雨无阻 送货快 准时送达 骑手服务好,1,1,,,
眼睛不好？卖汉堡都不看备注的是不，说了不要冰不要冰，还加这么多冰，烦不烦人？卖汉堡的都是说不听的是不？看不见光？别的店说不要冰就不会加，卖汉堡都是一定加冰套路是不？和电影里说的一样，可乐有多少冰加多少冰？薯条有多少盐放多少盐！  送货上门,-1,-1,,,
以前在上海的时候就喜欢吃，没想到南昌也有，还会在来的  准时送达 骑手服务好,1,1,,,
  货品完好 仪表整洁 礼貌热情 快速准时 穿戴工服 风雨无阻,1,1,,,
  快速准时,1,1,,,
很好#王道川蜀鸡翅##港式奶茶(336ml)##薯霸王(小)#  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,,,
还没吃 先评价…  骑手服务好 准时送达 货品保存完好 送货上门 风雨无阻 送货快 整洁卫生 穿着专业,1,1,,,
送餐快，包装好，菜品还热乎，就是汉堡里的菜叶和酱料简直少的不能再少了。  送货快 骑手服务好 货品保存完好,-1,-1,,,
不仅无视备注。全部加了冰。薯条也是底儿朝天。。。。,-1,-1,,,
送晚了，凉了再热的，味道还不错，希望能提高速度。  配送慢 保温不到位,-1,-1,,,
汉堡王的汉堡我一直觉得比肯德基的好吃！但是就是太小了！面包胚薄、里面肉小！菜就意思一下放2片 感觉外卖没有去店里吃的大呢！什么时候实物可以跟你们店里宣传的图片一致啊！薯条好的中量 感觉给我是小的  准时送达 送货上门,-1,1,-1,,
不是说好了送那个洋葱圈吗为什么到我手里是土豆,-1,-1,,,
薯条连番茄酱都不给呀,-1,-1,,,
#培根芝士皇堡套餐#满意,1,,1,,
#大块朵颐火烤鸡排堡##王道川蜀鸡翅#好吃,1,,1,,
  准时送达 送货快,1,1,,,
味道特别好，就是骑手送的有点太卡点了，有点凉了  货品保存完好 整洁卫生 骑手服务好 送货上门 风雨无阻 准时送达 穿着专业 味道赞 食材新鲜 份量足 轻食主义 物美价廉 商家服务好 包装精美,-1,-1,1,1,
好吃，本来不爱动，结果骑手说20分钟才能送等他饭都凉了，我自己拿的，3块钱就当丢了！吃汉堡还得汉堡王??  配送慢 不熟悉路线 骑手沟通困难,-1,-1,,,
汉堡还得吃汉堡王受，汉堡分量足。味道好，汉堡王汉堡做的可以，鸡腿??挺好吃，香而不辣，还催，提一个意见多出点小食，这样丰富一下产品种类！  准时送达 送货上门 骑手服务好,1,1,1,,
没有像宅急送的配送员，,-1,-1,,,
送得很快 这款汉堡第一次吃 里面真的是一大块牛排 鸡条味道不错  货品保存完好 骑手服务好 整洁卫生 穿着专业 送货快 准时送达,1,1,1,,
两杯咖啡给一个牛奶是怎么回事？,-1,-1,,,
送餐时间超时，咖啡洒成这样。习惯性好评！,-1,-1,,,
饮料特别爽，暑霸王因为时间的原因有点软了，不过毕竟不是在现场吃，难免的。其他都很好。  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 穿着专业,1,1,1,,
非常满意 大鸡腿肉特别嫩 鸡条也好吃 想着下次吃什么 哈哈,1,,1,,
不错，很好吃下次还选  货品完好 风雨无阻 仪表整洁 穿戴工服 礼貌热情 快速准时,1,1,1,,
要的豆浆 送来是可乐  大冬天谁会要个加冰可乐啊  强烈怀疑可乐卖不出去  ,-1,-1,,,
备注了饮料不加冰，还是那么多冰,-1,-1,,,
口味都不错，就是感觉东西越来越小了。  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 穿着专业,-1,1,-1,,
要的大薯，送来的不知道是加小版的吗？如果这算大份，很想知道小薯有多小…另外，果木香腿堡里的肉都烤焦了…下次商家工作人员能不能走点心？  整洁卫生 货品保存完好 穿着专业 送货上门 风雨无阻 送货快 准时送达 骑手服务好,-1,1,-1,,
吃了一半发现生菜是烂掉的，不说口味，最起码食材要稍微新鲜点吧？,-1,1,-1,,
这次的汉堡里面牛肉不是很干，口感也比较好，比第一次吃要好多了哦,1,,1,,
  味道赞 食材新鲜 轻食主义 包装精美 份量足 物美价廉 整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,1,1,
大块牛排是大块，分量够足，但味道真的一般般不好吃，牛肉很腥。美式脆鸡堡好吃。  穿戴工服 风雨无阻 仪表整洁 货品完好 礼貌热情 快速准时,-1,1,-1,,
说了不能喝可乐其他都可以，偏偏就是可乐，给的霸王鸡盒也没有蘸酱，连餐巾纸都没给，我就纳闷了，我的蘸酱呢？我的餐巾纸呢？我不要可乐为什么非是可乐呢？  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,-1,-1,,,
备注让别加冰还加冰了，商家是不看呢还是不仔细呢,-1,-1,,,
明明要的雪碧，给给我装可乐，可乐气泡还特别少,-1,-1,,,
味道不错??就是第一次吃炭烧的，请问#碳烤霸王鸡腿皇堡（原味）#就是糊糊的样子吗？科学吗？会不会有致癌物质？  风雨无阻 仪表整洁 礼貌热情 快速准时 穿戴工服 货品完好,-1,1,-1,,
非常好，给换了咖啡和热豆浆，我猜一定是一位美女帮我换的！  送货快,1,1,,,
鸡腿堡烤糊了，两份套餐就一包番茄酱，你咋不抠死，可乐里半杯冰。。。。。。。,-1,,-1,,
对象说饮料一般，汉堡吃的还可以  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门,1,1,1,,
你们调查一下吧 为什么可乐就像是加了水的，一点气泡都没有，口味就像是喝到假的可乐，淡的像自来水，这么大的店，如果连这点都做不好的话，那会很失望,-1,,-1,,
薯条真的不够 especially since you have to pay ￥14 extra for the combo. Haha. 那个汉堡酱料也不够。汉堡好干的。  准时送达 货品保存完好 穿着专业 送货上门 送货快 整洁卫生 骑手服务好,-1,1,-1,-1,
明天去21中考教师资格证，汉堡王作为明天中午的口粮，希望我可以一次通过三科。努力不会白费的，加油！  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,,,
很好好棒下错了单打电话也给换，工作人员辛苦了，#立顿热红茶##美式鸡排堡单人套餐#骑手辛苦了，,1,1,,,
接单以后商品可否准备快一点,-1,-1,,,
好评给快递小哥的，这么冷的天真的是很辛苦。  货品保存完好 准时送达 穿着专业 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,1,1,,,
#皇堡双人餐#有些微辣 很好吃 推荐 给包番茄酱就完美了   送货上门,1,1,1,,
没有给任何酱！薯条没酱，鸡块没酱??  送货快 骑手服务好 准时送达 货品保存完好 送货上门 缺少餐具,-1,-1,,,
不错很快送到！！！！！,1,1,,,
汉堡送过来肉是糊的 都黑了,-1,,-1,,
是不是搞笑 你家快数九喝加冰的饮料？打电话和我说什么不备注默认加三分之一冰，我真想过去买一杯让你给我全喝完,-1,-1,,,
牛肉太老了，咬不动  准时送达 货品保存完好 穿着专业 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,-1,1,-1,,
很好！送餐师傅辛苦！  准时送达 骑手服务好 整洁卫生 送货快 货品保存完好,1,1,,,
为啥不给番茄酱，两个套餐里都有薯条，为啥没有番茄酱？可乐也撒了。,-1,-1,,,
非常好的啦，速度快  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,,,
可能是装错了吧，#双层椒麻鸡排堡套餐#套餐的洋葱圈装成薯霸王了,-1,-1,,,
感觉很好，骑手也很好，汉堡也很好，番茄酱也是按我说的数量送达，总之很开心  味道赞 货品保存完好 骑手服务好 准时送达,1,1,,,
都要送暖气了还送加冰的饮料，无语，骑手真的不错  送货快 骑手服务好 货品保存完好 送货上门,-1,-1,,,
味道不错，服务好，和北京汉堡王鸡翅口味一样，給个赞。建议在纸袋外面再套个塑料袋，这样更卫生一些  货品保存完好 骑手服务好 整洁卫生 送货快 准时送达,1,1,1,,
#大块朵颐单人套餐#不错  货品完好 仪表整洁 礼貌热情 快速准时 穿戴工服 风雨无阻,1,1,1,,
我点了一个套餐但为啥少给了我一份薯条,-1,-1,,,
汉堡里面有塑料制品,-1,,-1,,
味道一直很好!好评。  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,1,,
还是很好吃，鸡条，薯条比较好，鸡块比之前差点  准时送达 穿着专业,-1,1,-1,,
鸡块很好吃，很嫩，汉堡也好吃，就是沙拉酱太少了  送货快 准时送达,-1,1,-1,,
买个套餐，居然没饮料,-1,-1,,,
口味还行，可乐的吸管没有，,-1,-1,,,
好几次了！说得很清楚饮料去冰！3包番茄酱！就是做不到??  配送慢,-1,-1,,,
说了常温的饮料，还给我加那么多冰。好几次了,-1,-1,,,
#美式鸡排堡单人套餐##王道椒香鸡腿#味道好，还会继续光临  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,1,,
汉堡包我最爱burger king，各种小食也是你家最棒～就是店太少，不是想吃就能吃到  货品保存完好 送货上门,1,1,1,,
套餐的鸡块没有酱料，两杯饮料没有吸管…,-1,-1,,,
叫你们放辣，结果呢，我是没话说了。我去。敢不敢多放点辣椒啊。  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门,-1,1,-1,,
太快了这速度。很棒  货品保存完好 送货上门 骑手服务好 整洁卫生 送货快,1,1,,,
说了可乐不要冰，配单员还特意画了，结果还是超级多的冰块,-1,-1,,,
很好，下次还会再买,1,,,,
瞎吗？我说了多少遍饮料不加冰！你们tm放了半杯冰！  准时送达 骑手服务好 风雨无阻,-1,-1,,,
送货快，味道好。  准时送达,1,1,,,
喜欢这款鸡翅的味道～!,1,,,,
还真是无语怎么有一块被咬过，真是奇葩了怎么会出现这样的问题，真是太恶心了,-1,,-1,,
#美式鸡排堡单人套餐##薯霸王(中)#  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,,,
喜欢薯条鸡条的话一般般  整洁卫生 送货快 骑手服务好 货品保存完好,1,1,,,
菜品一般吧，就那样,1,,,,
#嘬嘬淋酱鸡翅（鬼椒咖喱酱）##天椒小皇堡##洋葱圈#  鬼椒咖喱酱很好吃  甜辣口味停不下来   洋葱圈很香   汉堡就那样吧  准时送达 送货上门,1,1,1,,
  快速准时 仪表整洁 货品完好 风雨无阻 穿戴工服 礼貌热情,1,1,,,
今天牛肉潜艇包里面的牛肉全部咬不动啊老板 本来特别喜欢吃这个的 根本咬不烂吃不成  货品保存完好 送货上门 骑手服务好 整洁卫生 准时送达 送货快,-1,1,-1,,
太淡了，希望辣一点，味道重一点,-1,,-1,,
除了鸡腿有点咸其他都好吃 ！包装的巨好啊！送来的时候都是热的′?` 不知不觉就吃完了 所以没图了  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门,-1,1,-1,,
绝对的五星好评！非常满意！,1,,,,
第一次点真的不错耶，看着就有食欲，味道还真的好，真心的值得推荐,,,,,
  仪表整洁 礼貌热情 风雨无阻,1,1,,,
好吃 可以 送的快  整洁卫生 货品保存完好 穿着专业 送货上门 风雨无阻 送货快 准时送达 骑手服务好,1,1,,,
很好吃！满分！！！  整洁卫生 送货快 骑手服务好 货品保存完好,1,1,1,,
超级好吃。服务态度超好  准时送达 送货快 货品保存完好 送货上门 整洁卫生 骑手服务好 风雨无阻 穿着专业,1,1,1,,
味道不错 送的也快  可以  货品保存完好 准时送达 穿着专业 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,1,1,1,,
#王子黄金薯条#还行吧！#无双剑翅〈1个〉#很大一个,1,,1,,
量很足，鸡腿外面的面有点多，有点厚，少点就好了,-1,,-1,,
继续保持吧！希望别越做越差，推出几个套餐。,1,,,,
香辣鸡腿堡超好次  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门,1,1,1,,
很好吃，但是希望打包的时候能够把袋口扎紧，这样更卫生一点吧,-1,-1,,,
我就想知道为什么点评不能拍照&nbsp;&nbsp;&nbsp;吃着吃着一大块黑色的东西跟碳一样&nbsp;&nbsp;我想知道这是要闹哪样？  送货快 货品保存完好,-1,1,-1,,
好不错啊不错啊不错啊,1,,,,
比起麦当劳肯德基，汉堡王真的是实惠太多了  整洁卫生 货品保存完好 送货快 送货上门 准时送达 风雨无阻 骑手服务好 穿着专业,1,1,,1,
昨晚下的单，送来少个鸡腿，又少份薯条，打电话客服说解决等到今天都没人回复，真是服了,-1,-1,,,
#双层椒麻鸡排堡套餐#炸的火候不到，还侵油了，全是软的，一点都不脆，应该是换人做的。,-1,,-1,,
小份的就这点吗？？？？外包装袋都不带封一下,-1,,-1,,
我要了番茄酱为什么没有？,-1,-1,,,
不是我喜欢的口味  整洁卫生 准时送达 货品保存完好 送货上门,-1,1,-1,,
还好？？！？？！  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,-1,1,,,
口感不错 送的比较快 薯条的酥脆感保存完好,1,1,1,,
差评是必须的，每次的发票金额都不对，总是少开发票，是不是有偷税行为！牛排硬的咬不动，可乐还只有半杯！,-1,-1,-1,,
配送来就没有封口？请商家仔细搞清楚为什么外卖不封口，这送一路过来卫生谁保证？,-1,-1,,,
第一次想给汉堡王差评，这新款也太坑了吧 又少又贵  货品保存完好 送货上门 骑手服务好 整洁卫生 送货快 准时送达,-1,1,-1,,
可乐是兑了多少水啊？连个气泡都没有，赚钱至少保证一下口味吧！鸡翅炸的不知道是太焦了还是油已经不知道多久了也不换，颜色都发黑了，总之以后不会再光顾  送货快 骑手服务好,-1,1,-1,,
#王道川蜀鸡翅#有点奇怪的味道  #薯霸王(大)#凉 也比较软 以前订没有出现这种情况 ,-1,,-1,,
#薯霸王(大)#要的大份，但却送来的小份的  货品保存完好 送货上门 骑手服务好 送货快 准时送达,-1,-1,,,
都撒了土豆条，汉堡太小了，吃不饱,-1,,-1,,
外卖小哥真的很快，而且服务态度还好，非常棒  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门,1,1,,,
没给吸管#三层天椒皇堡套餐#  整洁卫生 穿着专业 货品保存完好 送货上门 风雨无阻 送货快 准时送达 骑手服务好,-1,-1,,,
是不是我的不问，给我扭头就走发现水撒了喊他明明没下电梯也不理，追过去就跑了，一杯水说句话能怎样？  货品损坏 骑手态度差,-1,-1,,,
可以，看着很爽啊，开吃了  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,,,
少了个汉堡赶紧送来，你们客服说让商家联系我，怎么没人联系,-1,-1,,,
